date,abandoned,connected,disconnected,neverseen,cc
2014-07-30,0,14,0,0,KE
2014-07-29,0,14,0,0,KE
2014-07-28,0,14,0,0,KE
2014-07-27,0,14,0,0,KE
2014-07-26,0,15,0,0,KE
2014-07-25,0,15,0,0,KE
2014-07-24,0,15,0,0,KE
2014-07-23,0,15,0,0,KE
2014-07-22,0,14,0,0,KE
2014-07-21,0,14,0,0,KE
2014-07-20,0,13,0,0,KE
2014-07-19,0,14,0,0,KE
2014-07-18,0,14,0,0,KE
2014-07-17,0,14,0,0,KE
2014-07-16,0,14,0,0,KE
2014-07-15,0,14,0,0,KE
2014-07-14,0,14,0,0,KE
2014-07-13,0,13,0,0,KE
2014-07-12,0,14,0,0,KE
2014-07-11,0,14,0,0,KE
2014-07-10,0,14,0,0,KE
2014-07-09,0,14,0,0,KE
2014-07-08,0,13,0,0,KE
2014-07-07,0,12,0,0,KE
2014-07-06,0,12,0,0,KE
2014-07-05,0,12,0,0,KE
2014-07-04,0,13,0,0,KE
2014-07-03,0,14,0,0,KE
2014-07-02,0,13,0,0,KE
2014-07-01,0,13,0,0,KE
2014-06-30,0,13,0,0,KE
2014-06-29,0,13,0,0,KE
2014-06-28,0,13,0,0,KE
2014-06-27,0,13,0,0,KE
2014-06-26,0,13,0,0,KE
2014-06-25,0,13,0,0,KE
2014-06-24,0,13,0,0,KE
2014-06-23,0,13,0,0,KE
2014-06-22,0,13,0,0,KE
2014-06-21,0,13,0,0,KE
2014-06-20,0,13,0,0,KE
2014-06-19,0,13,0,0,KE
2014-06-18,0,13,0,0,KE
2014-06-17,0,13,0,0,KE
2014-06-16,0,12,0,0,KE
2014-06-15,0,14,0,0,KE
2014-06-14,0,12,0,0,KE
2014-06-13,0,14,0,0,KE
2019-05-10,5,4,2,0,MG
2019-05-09,5,4,2,0,MG
2019-05-08,5,4,2,0,MG
2019-05-07,5,4,2,0,MG
2019-05-06,5,4,2,0,MG
2019-05-05,5,4,2,0,MG
2019-05-04,5,4,2,0,MG
2019-05-03,5,4,2,0,MG
2019-05-02,5,4,2,0,MG
2019-05-01,5,4,2,0,MG
2019-04-30,5,4,2,0,MG
2019-04-29,5,4,2,0,MG
2019-04-28,5,4,2,0,MG
2019-04-27,5,4,2,0,MG
2019-04-26,5,4,2,0,MG
2019-04-25,5,4,2,0,MG
2019-04-24,5,4,2,0,MG
2019-04-23,5,4,2,0,MG
2019-04-22,5,4,2,0,MG
2019-04-21,5,4,2,0,MG
2019-04-20,5,4,2,0,MG
2019-04-19,5,4,2,0,MG
2019-04-18,5,4,2,0,MG
2019-04-17,5,4,2,0,MG
2019-04-16,5,4,2,0,MG
2019-04-15,5,5,1,0,MG
2019-04-14,5,5,1,0,MG
2019-04-13,5,5,1,0,MG
2019-04-12,5,5,1,0,MG
2019-04-11,5,5,1,0,MG
2019-04-10,5,5,1,0,MG
2019-04-09,5,5,1,0,MG
2019-04-08,5,5,1,0,MG
2019-04-07,5,5,1,0,MG
2019-04-06,5,5,1,0,MG
2019-04-05,5,5,1,0,MG
2019-04-04,5,5,1,0,MG
2019-04-03,5,5,1,0,MG
2019-04-02,5,5,1,0,MG
2019-04-01,5,5,1,0,MG
2019-03-31,5,5,1,0,MG
2019-03-30,5,5,1,0,MG
2019-03-29,5,5,1,0,MG
2019-03-28,5,5,1,0,MG
2019-03-27,5,5,1,0,MG
2019-03-26,5,5,1,0,MG
2019-03-25,5,5,1,0,MG
2019-03-24,5,5,1,0,MG
2019-03-23,5,5,1,0,MG
2019-03-22,5,5,1,0,MG
2019-03-21,5,5,1,0,MG
2019-03-20,5,5,1,0,MG
2019-03-19,5,5,1,0,MG
2019-03-18,5,4,2,0,MG
2019-03-17,5,5,1,0,MG
2019-03-16,5,5,1,0,MG
2019-03-15,5,5,1,0,MG
2019-03-14,5,5,1,0,MG
2019-03-13,5,5,1,0,MG
2019-03-12,5,5,1,0,MG
2019-03-11,5,5,1,0,MG
2019-03-10,5,5,1,0,MG
2019-03-09,5,5,1,0,MG
2019-03-08,5,5,1,0,MG
2019-03-07,5,5,1,0,MG
2019-03-06,5,5,1,0,MG
2019-03-05,5,5,1,0,MG
2019-03-04,5,5,1,0,MG
2019-03-03,5,5,1,0,MG
2019-03-02,5,5,1,0,MG
2019-03-01,5,6,0,0,MG
2019-02-28,5,6,0,0,MG
2019-02-27,5,6,0,0,MG
2019-02-26,5,6,0,0,MG
2019-02-25,5,6,0,0,MG
2019-02-24,5,6,0,0,MG
2019-02-23,5,6,0,0,MG
2019-02-22,5,6,0,0,MG
2019-02-21,5,6,0,0,MG
2019-02-20,5,6,0,0,MG
2019-02-19,5,6,0,0,MG
2019-02-18,5,6,0,0,MG
2019-02-17,5,6,0,0,MG
2019-02-16,5,6,0,0,MG
2019-02-15,5,6,0,0,MG
2019-02-14,5,6,0,0,MG
2019-02-13,5,6,0,0,MG
2019-02-12,5,6,0,0,MG
2019-02-11,5,6,0,0,MG
2019-02-10,5,6,0,0,MG
2019-02-09,5,6,0,0,MG
2019-02-08,5,6,0,0,MG
2019-02-07,5,6,0,0,MG
2019-02-06,5,6,0,0,MG
2019-02-05,5,6,0,0,MG
2019-02-04,5,6,0,0,MG
2019-02-03,5,6,0,0,MG
2019-02-02,5,6,0,0,MG
2019-02-01,5,5,1,0,MG
2019-01-31,5,5,1,0,MG
2019-01-30,5,6,0,0,MG
2019-01-29,5,5,1,0,MG
2019-01-28,5,5,1,0,MG
2019-01-27,5,5,1,0,MG
2019-01-26,5,5,1,0,MG
2019-01-25,5,6,0,0,MG
2019-01-24,5,5,1,0,MG
2019-01-23,5,5,1,0,MG
2019-01-22,5,5,1,0,MG
2019-01-21,5,5,1,0,MG
2019-01-20,5,5,1,0,MG
2019-01-19,5,6,0,0,MG
2019-01-18,5,5,1,0,MG
2019-01-17,6,5,0,0,MG
2019-01-16,6,5,0,0,MG
2019-01-15,6,5,0,0,MG
2019-01-14,6,5,0,0,MG
2019-01-13,6,5,0,0,MG
2019-01-12,6,5,0,0,MG
2019-01-11,6,5,0,0,MG
2019-01-10,6,5,0,0,MG
2019-01-09,6,5,0,0,MG
2019-01-08,6,5,0,0,MG
2019-01-07,6,5,0,0,MG
2019-01-06,6,5,0,0,MG
2019-01-05,6,5,0,0,MG
2019-01-04,6,5,0,0,MG
2019-01-03,6,5,0,0,MG
2019-01-02,6,5,0,0,MG
2019-01-01,6,5,0,0,MG
2018-12-31,6,5,0,0,MG
2018-12-30,6,5,0,0,MG
2018-12-29,6,5,0,0,MG
2018-12-28,6,5,0,0,MG
2018-12-27,6,5,0,0,MG
2018-12-26,6,5,0,0,MG
2018-12-25,6,5,0,0,MG
2018-12-24,6,5,0,0,MG
2018-12-23,6,5,0,0,MG
2018-12-22,6,5,0,0,MG
2018-12-21,6,5,0,0,MG
2018-12-20,6,5,0,0,MG
2018-12-19,6,4,1,0,MG
2018-12-18,6,5,0,0,MG
2018-12-17,6,5,0,0,MG
2018-12-16,6,5,0,0,MG
2018-12-15,6,5,0,0,MG
2018-12-14,6,5,0,0,MG
2018-12-13,6,5,0,0,MG
2018-12-12,6,3,2,0,MG
2018-12-11,6,5,0,0,MG
2018-12-10,6,5,0,0,MG
2018-12-09,6,5,0,0,MG
2018-12-08,6,5,0,0,MG
2018-12-07,6,4,1,0,MG
2018-12-06,6,5,0,0,MG
2018-12-05,6,5,0,0,MG
2018-12-04,6,5,0,0,MG
2018-12-03,6,4,1,0,MG
2018-12-02,6,5,0,0,MG
2018-12-01,6,5,0,0,MG
2018-11-30,6,5,0,0,MG
2018-11-29,6,5,0,0,MG
2018-11-28,6,5,0,0,MG
2018-11-27,6,4,1,0,MG
2018-11-26,6,4,1,0,MG
2018-11-25,6,4,1,0,MG
2018-11-24,6,4,1,0,MG
2018-11-23,6,4,1,0,MG
2018-11-22,6,4,1,0,MG
2018-11-21,6,4,1,0,MG
2018-11-20,6,4,1,0,MG
2018-11-19,6,5,0,0,MG
2018-11-18,6,5,0,0,MG
2018-11-17,6,5,0,0,MG
2018-11-16,6,5,0,0,MG
2018-11-15,6,5,0,0,MG
2018-11-14,6,5,0,0,MG
2018-11-13,6,5,0,0,MG
2018-11-12,6,5,0,0,MG
2018-11-11,6,5,0,0,MG
2018-11-10,6,5,0,0,MG
2018-11-09,6,5,0,0,MG
2018-11-08,6,5,0,0,MG
2018-11-07,6,5,0,0,MG
2018-11-06,6,5,0,0,MG
2018-11-05,6,4,1,0,MG
2018-11-04,7,4,0,0,MG
2018-11-03,7,4,0,0,MG
2018-11-02,7,4,0,0,MG
2018-11-01,7,4,0,0,MG
2018-10-31,7,4,0,0,MG
2018-10-30,7,4,0,0,MG
2018-10-29,7,4,0,0,MG
2018-10-28,7,3,1,0,MG
2018-10-27,7,4,0,0,MG
2018-10-26,7,4,0,0,MG
2018-10-25,7,4,0,0,MG
2018-10-24,7,4,0,0,MG
2018-10-23,7,4,0,0,MG
2018-10-22,7,4,0,0,MG
2018-10-21,7,4,0,0,MG
2018-10-20,7,4,0,0,MG
2018-10-19,7,4,0,0,MG
2018-10-18,7,4,0,0,MG
2018-10-17,7,4,0,0,MG
2018-10-16,7,4,0,0,MG
2018-10-15,7,4,0,0,MG
2018-10-14,7,4,0,0,MG
2018-10-13,7,4,0,0,MG
2018-10-12,7,4,0,0,MG
2018-10-11,7,4,0,0,MG
2018-10-10,7,4,0,0,MG
2018-10-09,7,4,0,0,MG
2018-10-08,7,4,0,0,MG
2018-10-07,7,4,0,0,MG
2018-10-06,7,4,0,0,MG
2018-10-05,7,4,0,0,MG
2018-10-04,7,4,0,0,MG
2018-10-03,7,4,0,0,MG
2018-10-02,7,4,0,0,MG
2018-10-01,7,4,0,0,MG
2018-09-30,7,4,0,0,MG
2018-09-29,7,4,0,0,MG
2018-09-28,7,4,0,0,MG
2018-09-27,7,4,0,0,MG
2018-09-26,7,4,0,0,MG
2018-09-25,7,4,0,0,MG
2018-09-24,7,4,0,0,MG
2018-09-23,7,4,0,0,MG
2018-09-22,7,4,0,0,MG
2018-09-21,7,4,0,0,MG
2018-09-20,7,4,0,0,MG
2018-09-19,7,4,0,0,MG
2018-09-18,7,4,0,0,MG
2018-09-17,7,4,0,0,MG
2018-09-16,7,4,0,0,MG
2018-09-15,7,4,0,0,MG
2018-09-14,7,4,0,0,MG
2018-09-13,7,3,1,0,MG
2018-09-12,7,4,0,0,MG
2018-09-11,7,4,0,0,MG
2018-09-10,7,4,0,0,MG
2018-09-09,7,4,0,0,MG
2018-09-08,7,4,0,0,MG
2018-09-07,7,4,0,0,MG
2018-09-06,7,4,0,0,MG
2018-09-05,7,4,0,0,MG
2018-09-04,7,4,0,0,MG
2018-09-03,7,4,0,0,MG
2018-09-02,7,4,0,0,MG
2018-09-01,7,4,0,0,MG
2018-08-31,7,4,0,0,MG
2018-08-30,7,4,0,0,MG
2018-08-29,7,4,0,0,MG
2018-08-28,7,4,0,0,MG
2018-08-27,7,4,0,0,MG
2018-08-26,7,4,0,0,MG
2018-08-25,7,4,0,0,MG
2018-08-24,7,4,0,0,MG
2018-08-23,7,4,0,0,MG
2018-08-22,7,4,0,0,MG
2018-08-21,7,4,0,0,MG
2018-08-20,7,4,0,0,MG
2018-08-19,7,4,0,0,MG
2018-08-18,7,4,0,0,MG
2018-08-17,7,4,0,0,MG
2018-08-16,7,4,0,0,MG
2018-08-15,7,4,0,0,MG
2018-08-14,7,4,0,0,MG
2018-08-13,7,4,0,0,MG
2018-08-12,7,4,0,0,MG
2018-08-11,7,4,0,0,MG
2018-08-10,7,4,0,0,MG
2018-08-09,7,4,0,0,MG
2018-08-08,7,4,0,0,MG
2018-08-07,7,4,0,0,MG
2018-08-06,7,4,0,0,MG
2018-08-05,7,3,1,0,MG
2018-08-04,7,4,0,0,MG
2018-08-03,7,4,0,0,MG
2018-08-02,7,4,0,0,MG
2018-08-01,7,4,0,0,MG
2018-07-31,7,4,0,0,MG
2018-07-30,7,4,0,0,MG
2018-07-29,7,4,0,0,MG
2018-07-28,7,4,0,0,MG
2018-07-27,7,4,0,0,MG
2018-07-26,7,4,0,0,MG
2018-07-25,7,4,0,0,MG
2018-07-24,7,4,0,0,MG
2018-07-23,7,4,0,0,MG
2018-07-22,7,4,0,0,MG
2018-07-21,7,4,0,0,MG
2018-07-20,7,4,0,0,MG
2018-07-19,7,4,0,0,MG
2018-07-18,7,4,0,0,MG
2018-07-17,7,4,0,0,MG
2018-07-16,7,4,0,0,MG
2018-07-15,7,4,0,0,MG
2018-07-14,7,4,0,0,MG
2018-07-13,7,4,0,0,MG
2018-07-12,7,4,0,0,MG
2018-07-11,7,4,0,0,MG
2018-07-10,7,4,0,0,MG
2018-07-09,7,4,0,0,MG
2018-07-08,7,4,0,0,MG
2018-07-07,7,4,0,0,MG
2018-07-06,7,4,0,0,MG
2018-07-05,7,4,0,0,MG
2018-07-04,7,4,0,0,MG
2018-07-03,7,4,0,0,MG
2018-07-02,7,4,0,0,MG
2018-07-01,7,4,0,0,MG
2018-06-30,7,4,0,0,MG
2018-06-29,7,4,0,0,MG
2018-06-28,7,4,0,0,MG
2018-06-27,7,4,0,0,MG
2018-06-26,7,4,0,0,MG
2018-06-25,7,4,0,0,MG
2018-06-24,7,4,0,0,MG
2018-06-23,7,4,0,0,MG
2018-06-22,7,4,0,0,MG
2018-06-21,7,4,0,0,MG
2018-06-20,7,4,0,0,MG
2018-06-19,7,4,0,0,MG
2018-06-18,7,4,0,0,MG
2018-06-17,7,4,0,0,MG
2018-06-16,7,4,0,0,MG
2018-06-15,7,4,0,0,MG
2018-06-14,7,4,0,0,MG
2018-06-13,7,4,0,0,MG
2018-06-12,7,4,0,0,MG
2018-06-11,7,4,0,0,MG
2018-06-10,7,4,0,0,MG
2018-06-09,7,4,0,0,MG
2018-06-08,7,4,0,0,MG
2018-06-07,7,4,0,0,MG
2018-06-06,7,4,0,0,MG
2018-06-05,7,4,0,0,MG
2018-06-04,7,4,0,0,MG
2018-06-03,7,4,0,0,MG
2018-06-02,7,4,0,0,MG
2018-06-01,7,4,0,0,MG
2018-05-31,7,4,0,0,MG
2018-05-30,7,4,0,0,MG
2018-05-29,7,4,0,0,MG
2018-05-28,7,4,0,0,MG
2018-05-27,7,4,0,0,MG
2018-05-26,7,4,0,0,MG
2018-05-25,7,4,0,0,MG
2018-05-24,7,4,0,0,MG
2018-05-23,7,4,0,0,MG
2018-05-22,7,4,0,0,MG
2018-05-21,7,4,0,0,MG
2018-05-20,7,4,0,0,MG
2018-05-19,7,4,0,0,MG
2018-05-18,7,4,0,0,MG
2018-05-17,7,4,0,0,MG
2018-05-16,7,4,0,0,MG
2018-05-15,7,4,0,0,MG
2018-05-14,7,4,0,0,MG
2018-05-13,7,4,0,0,MG
2018-05-12,7,4,0,0,MG
2018-05-11,7,4,0,0,MG
2018-05-10,7,4,0,0,MG
2018-05-09,7,4,0,0,MG
2018-05-08,7,4,0,0,MG
2018-05-07,7,4,0,0,MG
2018-05-06,7,4,0,0,MG
2018-05-05,7,4,0,0,MG
2018-05-04,7,4,0,0,MG
2018-05-03,7,4,0,0,MG
2018-05-02,7,4,0,0,MG
2018-05-01,7,4,0,0,MG
2018-04-30,7,4,0,0,MG
2018-04-29,7,4,0,0,MG
2018-04-28,7,4,0,0,MG
2018-04-27,7,4,0,0,MG
2018-04-26,7,4,0,0,MG
2018-04-25,7,4,0,0,MG
2018-04-24,7,4,0,0,MG
2018-04-23,7,4,0,0,MG
2018-04-22,7,4,0,0,MG
2018-04-21,7,2,2,0,MG
2018-04-20,7,4,0,0,MG
2018-04-19,7,4,0,0,MG
2018-04-18,7,4,0,0,MG
2018-04-17,7,4,0,0,MG
2018-04-16,7,4,0,0,MG
2018-04-15,7,4,0,0,MG
2018-04-14,7,4,0,0,MG
2018-04-13,7,4,0,0,MG
2018-04-12,7,4,0,0,MG
2018-04-11,7,4,0,0,MG
2018-04-10,7,4,0,0,MG
2018-04-09,7,4,0,0,MG
2018-04-08,6,4,1,0,MG
2018-04-07,6,4,1,0,MG
2018-04-06,6,4,1,0,MG
2018-04-05,6,4,1,0,MG
2018-04-04,6,4,1,0,MG
2018-04-03,6,4,1,0,MG
2018-04-02,6,4,1,0,MG
2018-04-01,6,4,1,0,MG
2018-03-31,6,4,1,0,MG
2018-03-30,6,4,1,0,MG
2018-03-29,6,4,1,0,MG
2018-03-28,6,4,1,0,MG
2018-03-27,6,4,1,0,MG
2018-03-21,6,4,1,0,MG
2018-03-20,6,4,1,0,MG
2018-03-19,6,4,1,0,MG
2018-03-18,6,4,1,0,MG
2018-03-17,6,4,1,0,MG
2018-03-16,6,4,1,0,MG
2018-03-15,6,4,1,0,MG
2018-03-14,6,4,1,0,MG
2018-03-13,6,4,1,0,MG
2018-03-12,6,4,1,0,MG
2018-03-11,6,4,1,0,MG
2018-03-10,6,4,1,0,MG
2018-03-09,6,4,1,0,MG
2018-03-08,6,4,1,0,MG
2018-03-07,6,4,1,0,MG
2018-03-06,6,2,3,0,MG
2018-03-05,6,4,1,0,MG
2018-03-04,6,2,3,0,MG
2018-03-03,6,4,1,0,MG
2018-03-02,6,4,1,0,MG
2018-03-01,6,4,1,0,MG
2018-02-28,6,4,1,0,MG
2018-02-27,6,4,1,0,MG
2018-02-26,6,4,1,0,MG
2018-02-25,6,2,3,0,MG
2018-02-24,6,2,3,0,MG
2018-02-23,6,4,1,0,MG
2018-02-22,6,4,1,0,MG
2018-02-21,6,4,1,0,MG
2018-02-20,6,4,1,0,MG
2018-02-19,6,4,1,0,MG
2018-02-18,6,3,2,0,MG
2018-02-17,6,3,2,0,MG
2018-02-16,6,4,1,0,MG
2018-02-15,6,4,1,0,MG
2018-02-14,6,4,1,0,MG
2018-02-13,6,4,1,0,MG
2018-02-12,6,4,1,0,MG
2018-02-11,6,4,1,0,MG
2018-02-10,6,4,1,0,MG
2018-02-09,6,4,1,0,MG
2018-02-08,6,4,1,0,MG
2018-02-07,6,2,3,0,MG
2018-02-06,6,4,1,0,MG
2018-02-05,6,4,1,0,MG
2018-02-04,6,4,1,0,MG
2018-02-03,6,4,1,0,MG
2018-02-02,6,4,1,0,MG
2018-02-01,6,4,1,0,MG
2018-01-31,6,2,3,0,MG
2018-01-30,6,4,1,0,MG
2018-01-29,6,4,1,0,MG
2018-01-28,6,2,3,0,MG
2018-01-27,6,2,3,0,MG
2018-01-26,6,2,3,0,MG
2018-01-25,6,4,1,0,MG
2018-01-24,6,4,1,0,MG
2018-01-23,6,4,1,0,MG
2018-01-22,6,4,1,0,MG
2018-01-21,6,2,3,0,MG
2018-01-20,6,3,2,0,MG
2018-01-19,6,4,1,0,MG
2018-01-18,6,4,1,0,MG
2018-01-17,6,4,1,0,MG
2018-01-16,6,4,1,0,MG
2018-01-15,6,4,1,0,MG
2018-01-14,6,3,2,0,MG
2018-01-13,6,3,2,0,MG
2018-01-12,6,3,2,0,MG
2018-01-11,6,2,3,0,MG
2018-01-10,6,2,3,0,MG
2018-01-09,6,1,4,0,MG
2018-01-08,6,1,4,0,MG
2018-01-07,6,3,2,0,MG
2018-01-06,6,3,2,0,MG
2018-01-05,6,3,2,0,MG
2018-01-04,6,2,3,0,MG
2018-01-03,6,4,1,0,MG
2018-01-02,5,4,2,0,MG
2018-01-01,5,3,3,0,MG
2017-12-31,5,3,3,0,MG
2017-12-30,5,4,2,0,MG
2017-12-29,5,4,2,0,MG
2017-12-28,5,3,3,0,MG
2017-12-27,5,4,2,0,MG
2017-12-26,5,4,2,0,MG
2017-12-25,5,3,3,0,MG
2017-12-24,5,3,3,0,MG
2017-12-23,5,3,3,0,MG
2017-12-22,5,3,3,0,MG
2017-12-21,5,3,3,0,MG
2017-12-20,5,4,2,0,MG
2017-12-19,5,3,3,0,MG
2017-12-18,5,3,3,0,MG
2017-12-17,4,4,3,0,MG
2017-12-16,4,4,3,0,MG
2017-12-15,4,3,4,0,MG
2017-12-14,4,4,3,0,MG
2017-12-13,4,4,3,0,MG
2017-12-12,4,3,4,0,MG
2017-12-11,4,4,3,0,MG
2017-12-10,4,4,3,0,MG
2017-12-09,4,3,4,0,MG
2017-12-08,4,4,3,0,MG
2017-12-07,4,3,4,0,MG
2017-12-06,4,4,3,0,MG
2017-12-05,4,4,3,0,MG
2017-12-04,4,4,3,0,MG
2017-12-03,4,4,3,0,MG
2017-12-02,4,5,2,0,MG
2017-12-01,4,4,3,0,MG
2017-11-30,4,5,2,0,MG
2017-11-29,4,5,2,0,MG
2017-11-28,4,4,3,0,MG
2017-11-27,4,5,2,0,MG
2017-11-26,4,4,3,0,MG
2017-11-25,4,4,3,0,MG
2017-11-24,4,4,3,0,MG
2017-11-23,4,5,2,0,MG
2017-11-22,4,5,2,0,MG
2017-11-21,4,5,2,0,MG
2017-11-20,4,5,2,0,MG
2017-11-19,4,5,2,0,MG
2017-11-18,4,5,2,0,MG
2017-11-17,4,4,3,0,MG
2017-11-16,4,5,2,0,MG
2017-11-15,4,5,2,0,MG
2017-11-14,4,5,2,0,MG
2017-11-13,4,5,2,0,MG
2017-11-12,4,5,2,0,MG
2017-11-11,4,5,2,0,MG
2017-11-10,4,5,2,0,MG
2017-11-09,4,5,2,0,MG
2017-11-08,4,4,3,0,MG
2017-11-07,4,5,2,0,MG
2017-11-06,4,5,2,0,MG
2017-11-05,4,5,2,0,MG
2017-11-04,4,5,2,0,MG
2017-11-03,4,5,2,0,MG
2017-11-02,4,5,2,0,MG
2017-11-01,4,5,2,0,MG
2017-10-31,4,5,2,0,MG
2017-10-30,4,5,2,0,MG
2017-10-29,4,5,2,0,MG
2017-10-28,4,5,2,0,MG
2017-10-27,4,5,2,0,MG
2017-10-26,4,5,2,0,MG
2017-10-25,4,5,2,0,MG
2017-10-24,4,5,2,0,MG
2017-10-23,4,5,2,0,MG
2017-10-22,4,5,2,0,MG
2017-10-21,4,5,2,0,MG
2017-10-20,4,5,2,0,MG
2017-10-19,4,5,2,0,MG
2017-10-18,4,5,2,0,MG
2017-10-17,4,5,2,0,MG
2017-10-16,4,5,2,0,MG
2017-10-15,4,5,2,0,MG
2017-10-14,4,4,3,,MG
2017-10-13,4,5,2,,MG
2017-10-12,4,5,2,,MG
2017-10-11,4,5,2,,MG
2017-10-10,4,5,2,,MG
2017-10-09,5,4,2,,MG
2017-10-08,5,4,2,,MG
2017-10-07,5,4,2,,MG
2017-10-06,5,4,2,,MG
2017-10-05,5,4,2,,MG
2017-10-04,5,4,2,,MG
2017-10-03,5,5,1,,MG
2017-10-02,5,5,1,,MG
2017-10-01,5,5,1,,MG
2017-09-30,5,5,1,,MG
2017-09-29,5,5,1,,MG
2017-09-28,5,5,1,0,MG
2017-09-27,5,5,1,0,MG
2017-09-26,5,5,1,0,MG
2017-09-25,5,5,1,,MG
2017-09-24,5,5,1,0,MG
2017-09-23,5,5,1,0,MG
2017-09-22,5,5,1,0,MG
2017-09-21,5,5,1,0,MG
2017-09-20,5,5,1,0,MG
2017-09-19,5,5,1,0,MG
2017-09-18,5,5,1,0,MG
2017-09-17,5,6,0,0,MG
2017-09-16,5,6,0,0,MG
2017-09-15,5,6,0,0,MG
2017-09-14,5,6,0,0,MG
2017-09-13,5,5,1,0,MG
2017-09-12,5,5,1,0,MG
2017-09-11,5,5,1,0,MG
2017-09-10,5,6,0,0,MG
2017-09-09,5,6,0,0,MG
2017-09-08,5,6,0,0,MG
2017-09-07,5,6,0,0,MG
2017-09-06,5,6,0,0,MG
2017-09-05,5,6,0,0,MG
2017-09-04,5,6,0,0,MG
2017-09-03,5,6,0,0,MG
2017-09-02,5,6,0,0,MG
2017-09-01,5,6,0,0,MG
2017-08-31,5,5,1,0,MG
2017-08-30,5,6,0,0,MG
2017-08-29,5,6,0,0,MG
2017-08-28,5,6,0,0,MG
2017-08-27,5,5,1,0,MG
2017-08-26,5,6,0,0,MG
2017-08-25,5,6,0,0,MG
2017-08-24,5,6,0,0,MG
2017-08-23,5,6,0,0,MG
2017-08-22,5,6,0,0,MG
2017-08-21,5,6,0,0,MG
2017-08-20,5,6,0,0,MG
2017-08-19,5,6,0,0,MG
2017-08-18,5,6,0,0,MG
2017-08-17,5,6,0,0,MG
2017-08-16,5,6,0,0,MG
2017-08-15,5,6,0,0,MG
2017-08-14,5,6,0,0,MG
2017-08-13,5,6,0,0,MG
2017-08-12,5,6,0,0,MG
2017-08-11,5,6,0,0,MG
2017-08-10,4,6,0,1,MG
2017-08-09,4,6,0,1,MG
2017-08-08,4,6,0,1,MG
2017-08-07,4,6,0,1,MG
2017-08-06,4,5,1,1,MG
2017-08-05,4,6,0,1,MG
2017-08-04,4,6,0,1,MG
2017-08-03,4,6,0,1,MG
2017-08-02,4,6,0,1,MG
2017-08-01,4,6,0,1,MG
2017-07-31,4,6,0,1,MG
2017-07-30,4,6,0,1,MG
2017-07-29,4,6,0,1,MG
2017-07-28,4,6,0,1,MG
2017-07-27,4,6,0,1,MG
2017-07-26,4,6,0,1,MG
2017-07-25,4,6,0,1,MG
2017-07-24,4,6,0,1,MG
2017-07-23,4,6,0,1,MG
2017-07-22,4,6,0,1,MG
2017-07-21,4,5,1,1,MG
2017-07-20,4,6,0,1,MG
2017-07-19,4,6,0,1,MG
2017-07-18,4,6,0,1,MG
2017-07-17,4,6,0,1,MG
2017-07-16,4,5,1,1,MG
2017-07-15,4,6,0,1,MG
2017-07-14,4,6,0,1,MG
2017-07-13,4,6,0,1,MG
2017-07-12,4,6,0,1,MG
2017-07-11,4,6,0,1,MG
2017-07-10,4,6,0,1,MG
2017-07-09,4,6,0,1,MG
2017-07-08,4,6,0,1,MG
2017-07-07,4,6,0,1,MG
2017-07-06,4,6,0,1,MG
2017-07-05,4,5,1,1,MG
2017-07-04,4,5,1,1,MG
2017-07-03,4,4,2,1,MG
2017-07-02,4,5,1,1,MG
2017-07-01,4,5,1,1,MG
2017-06-30,4,5,1,1,MG
2017-06-29,4,5,1,1,MG
2017-06-28,4,5,1,1,MG
2017-06-27,4,5,1,1,MG
2017-06-26,4,5,1,1,MG
2017-06-25,4,5,1,1,MG
2017-06-24,4,5,1,1,MG
2017-06-23,4,5,1,1,MG
2017-06-22,4,5,1,1,MG
2017-06-21,4,5,1,1,MG
2017-06-20,4,5,1,1,MG
2017-06-19,4,5,1,1,MG
2017-06-18,4,4,2,1,MG
2017-06-17,4,4,2,1,MG
2017-06-16,4,5,1,1,MG
2017-06-15,4,5,1,1,MG
2017-06-14,4,5,1,1,MG
2017-06-13,4,6,0,1,MG
2017-06-12,4,6,0,1,MG
2017-06-11,4,6,0,1,MG
2017-06-10,4,6,0,1,MG
2017-06-09,4,6,0,1,MG
2017-06-08,4,6,0,1,MG
2017-06-07,4,6,0,1,MG
2017-06-06,4,5,1,1,MG
2017-06-05,4,6,0,1,MG
2017-06-04,4,6,0,1,MG
2017-06-03,4,6,0,1,MG
2017-06-02,4,6,0,1,MG
2017-06-01,4,6,0,1,MG
2017-05-31,4,6,0,1,MG
2017-05-30,4,6,0,1,MG
2017-05-29,4,5,1,1,MG
2017-05-28,4,5,1,1,MG
2017-05-27,4,5,1,1,MG
2017-05-26,4,5,1,1,MG
2017-05-25,4,4,2,1,MG
2017-05-24,4,4,2,1,MG
2017-05-23,4,4,2,1,MG
2017-05-22,4,4,2,1,MG
2017-05-21,4,4,2,1,MG
2017-05-20,4,4,2,1,MG
2017-05-19,4,4,2,1,MG
2017-05-18,4,4,2,1,MG
2017-05-17,4,6,0,1,MG
2017-05-16,4,6,0,1,MG
2017-05-15,4,6,0,1,MG
2017-05-14,4,6,0,1,MG
2017-05-13,4,4,2,1,MG
2017-05-12,4,6,0,1,MG
2017-05-11,4,5,1,1,MG
2017-05-10,4,6,0,1,MG
2017-05-09,4,5,1,1,MG
2017-05-08,4,6,0,1,MG
2017-05-07,4,6,0,1,MG
